,sent1,sent2,label,source
101,آقای هيل امروز در پکن گفت لازم نيست اين فهرست، فهرستی کامل و نهائی باشد اما بر ضرورت موثق بودن فهرست تاکيد گذاشت.,فهرست ارسالی بعنوان فهرست نهایی در نظر گرفته می شود.,c,natural-voa
430,به نظر من هیچ تورنمنتی با جام جهانی مقایسه نمی‌شود حتی لیگ قهرمانان هم نمی‌تواند با جام جهانی مقایسه شود چون لیگ قهرمانان هر سال برگزار می‌شود ولی جام جهانی هر چهار سال یک بار برگزار می‌شود.,من قبلا با تیم جوانان توانسته بودم در جام جهانی قهرمانی کسب کنم و خودم را به نوعی اثبات کرده بودم.,n,natural-miras
7351,جمعیت این دهستان بر اساس سرشماری سال ۱۳۸۵ ، ۷٬۲۵۱ نفر (۱٬۴۶۹ خانوار) بوده است. ,آمار نشان میدهد که جمعیت این ده در حال بالا رفتن است. ,n,natural-wiki
463,در سال 1394 توسط حسین تقی پور مدیر کل وقت ساختمان پویانمایی در 4 طبقه ساخته و با حضور داریوش مهرجویی افتتاح گردید و از آن پس واحدی به عنوان پویانمایی به آن مرکز اضافه گشت، صدا وسیمای مرکز همدان جایگاه خوبی را در بین مراکز کشور دارد و با توجه به پتانسیلهای ارزشمند آن، این مرکز به عنوان قطب انیمیشن کشور شناخته شد.,«قطب انیمیشن کشور» لقبی است برای صدا وسیمای مرکز همدان.,e,natural-wiki
7115,پس از کشتن هیولاها سلاحهایشان را در اینجا و آنجا رها کرده اند که میشود آنها را در سراسر دنیا پیدا کرد و با استفاده از موادی که باید از بیرون خرید آنها را به میل خود تغییر داد. ,کشتن این موجودات خیلی کار سختی نیست.,e,natural-wiki
219,يک مقام بيمارستان تخصصی ملک فيصل در رياض می گويد پادشاه در بخش مراقبت های ويژه بسر می برد، اما درجه حرارت بدن او به حال عادی بازگشته است.,شاهزاده ی عربستان از بیمارستان دیدار کرد.,n,natural-voa
602,پروژه ۱۰۰۰ ژنوم قصد داشت، با شناخت طیف جغرافیایی تنوع ژنتیکی انسان، یک مرجع برای تأثیر عوامل ژنتیکی در فنوتیپ و به خصوص بیماری‌ها ارائه کند.,عوامل ژنتیکی بر فنوتیپ تاثیری ندارد,n,natural-wiki
7352,"به گفتۀ هاملبی ""برخورد رضاشاه با اقلیتهای قومی ایران اعم از اعراب، بلوچها، کردها، ترکن‌ها، یا ترک زبانان همواره خصمانه بود.""",رضا شاه در صدد بود تا قوم گرایی را از ایران بزداید چون آنها مدام به هم حمله میکردند.,n,natural-wiki
435,او معتقد بود که داروی خوابی که تجویز کرده است کاملاً بی ضرر است ، اما شکی نیست که برای یک لحظه ترسیده بود که مرگ خانم اینگلتورپ به نام او تمام شود.,داروی خواب بدون علائم جانبی نبود ، زیرا اسهال او را به همراه داشت.,n,translation-dev
229,مگر در مواردی که ذکر شده است ، هتل ها کلیه کارتهای اعتباری اصلی را می پذیرند.,هتل ها کارت های اعتباری را به عنوان روش پرداخت می پذیرند ، مگر اینکه غیر از این گفته شده باشد.,e,translation-train
214,آقای پاول گفت به اعتقاد او افزايش نيروهای آمريکائی در بغداد نمی تواند ثمر بخش باشد اما افزود که چنين ايده ای بايد به دقت بررسی شود و تاکيد کرد که ماموريت سربازان نيز بايد کاملا مشخص و روشن باشد.,کولين پاول وزير امورخارجه و رئيس پيشين ستاد نيروهای مسلح آمريکا نيز به تلويزيون سی بی اس گفت آمريکا در حال باختن جنگ در عراق است و زمان آن فرا رسيده است که اوضاع با استراتژيهائی جديد عوض شود.,e,natural-voa
61,نرخ خدمات پستی داخل کشور برای نامه های کلاس اول و نامه های با اولویت برای توزیع نامه ها که در بالا توضیح داده شده است.,نرخ های داخلی USPS برای اولویتدار ها و نامه های درجه یک که در بالا توضیح داده شد.,e,translation-train
68,درخواست کاسيانوف برای نامزد شدن در انتخابات توسط دهها هزار نفر امضا شده است.,کاسیانوف برای انتخابات نامزد نشد.,c,natural-voa
1523,الهام بخش برای این غوغای پیشنهادات ، صنعت وام های کم بهره با رشد سریع و گسترده است.,صنعت وام های کم بهره به صورت گسترده به بازار عرضه می شود.,e,translation-train
533,اوه فقط برای دیدن یک آزمایشگاه,برای دیدن و بررسی آزمایشگاه.,e,translation-train
443,حنجره‌ها را نمی‌شود پلمپ کرد، زبانها را نمی‌شود بست این تهیه‌کننده آثار موسیقایی و سینمایی در بخش دیگری از سخنانش گفت: بنابراین من خودم به شخصه ناراحت می‌شوم وقتی‌که می‌بینم نادانی می‌آید و محل برگزاری کنسرت «شهرام ناظری» را پلمپ می‌کند؛ واقعاً از آن روز حال خوشی ندارم،,در واقع موسیقی باعث می‌شود که مفهوم و ذات اصلی اشعار حافظ به ما انتقال پیدا کند.,n,natural-miras
2208,دادور گرایش به خواندن آوازهای مدرن دارد، اما گفته‌است که از آوازها و موسیقی سنتی ایرانی هم الهام می‌گیرد., دادور از برگزاری کلاس های آواز خبر داد.,n,natural-wiki
406,امکانات را به طور کامل برای این امر بسیج شده اند، تا در نهایت بتوانیم  برای فصل تابستان خودمان را آماده کنیم.,شرایط لازم برای اجرای برنامه فراهم نشده است.,c,natural-miras
7124,مادرش مبلغی را هزینه کرد تا موزه‌ای از آثار او در محل تولدش بسازند.,بعد از مرگ تولوز لوترک مادر و فروشندۀ آثارش Maurice Joyant مبلغی را هزینه کرد تا موزه ای از آثار او در محل تولدش ساخته شود. ,e,natural-wiki
811,برای دستگاه بله,نه ، از دستگاه استفاده نکنید.,c,translation-train
7332,بعضی چارلز هنری سانسون را به عنوان یک مرد سادیست نگاه می‌کنند اما در واقع او همیشه از کارش لذت نمی‌برد.,روانشناسی لایه ها و بخشهایی دارد که خیلی پیچیده و بغرنج هستند. ,n,natural-wiki
